@RELATION knnDTMF
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {tecla_0,tecla_1,tecla_2,tecla_3,tecla_4,tecla_5,tecla_6,tecla_7,tecla_8,tecla_9}

@DATA
0.150376,0.119011,3.314234,0.244219,0.197738,0.676257,0.199417,0.167500,-36.896344,0.201063,-2.437328,0.843369,0.254264,0.287136,0.141030,-0.638624,0.121238,0.740011,-0.286788,-0.358818,0.095205,0.000190,0.000054,0.099649,0.000015,0.000039,0.000115,0.000417,0.004629,0.000355,0.003831,0.035279,0.001261,0.037131,0.150376,0.119011,0.005770,0.018009,0.117976,0.526884,0.199417,0.167500,9.786625,0.220208,2.573434,0.880313,0.448230,0.510422,0.259984,0.551690,0.051906,0.774414,0.209298,0.278563,0.231096,0.000124,0.000036,0.099642,0.000003,0.000032,0.000088,0.000358,0.004607,0.000342,0.003829,0.035242,0.001245,0.017943,tecla_5
0.258888,0.105377,3.189699,0.400355,0.220549,0.738223,0.011785,0.143571,-36.658057,0.531734,-1.251702,0.317809,0.104474,0.102179,0.030382,-0.350348,0.054126,0.413436,-0.257695,-0.238507,0.232198,0.004479,0.002662,0.010922,0.002772,0.003537,0.002933,0.006625,0.005200,0.003407,0.006525,0.035290,0.004223,0.011139,0.018099,0.043105,0.045552,0.047153,0.034423,0.162486,0.016279,0.058613,4.140264,0.349303,0.626299,0.254764,0.135597,0.154531,0.084022,0.180082,0.117746,0.221651,0.179230,0.138960,0.180717,0.002784,0.001577,0.005915,0.001325,0.002474,0.001710,0.003760,0.001551,0.002330,0.001653,0.013409,0.001392,0.003360,tecla_5
0.220071,0.024587,3.112281,0.477611,0.273927,0.432923,0.004822,0.033500,-44.301735,0.118720,-0.267819,0.069933,-0.006757,0.021475,0.006057,-0.081971,0.013078,0.101232,-0.056279,-0.064372,0.059019,0.005352,0.004914,0.012438,0.005268,0.006007,0.005100,0.009699,0.004383,0.005395,0.006499,0.014906,0.004542,0.005430,0.031385,0.037572,0.047628,0.042816,0.029080,0.149051,0.007250,0.051172,3.623180,0.294552,0.536873,0.208558,0.127372,0.129136,0.108990,0.194846,0.081279,0.197810,0.161797,0.145967,0.154755,0.002892,0.002874,0.005282,0.003148,0.002899,0.002824,0.003848,0.002108,0.002616,0.002626,0.011875,0.002244,0.002941,tecla_5
0.249242,0.070256,3.158493,0.433548,0.247474,0.623639,0.008688,0.095714,-40.034420,0.160491,-0.905675,0.213836,0.094603,0.014709,0.023899,-0.214873,0.058464,0.241130,-0.169764,-0.170230,0.145141,0.004896,0.003429,0.018301,0.004305,0.003966,0.003411,0.008766,0.005868,0.003671,0.005953,0.023971,0.004321,0.009475,0.026604,0.028742,0.045119,0.034285,0.025032,0.121894,0.010710,0.039075,2.779831,0.223886,0.534619,0.205715,0.141966,0.132274,0.128123,0.144128,0.094562,0.177983,0.108304,0.143196,0.116111,0.002531,0.001791,0.007300,0.002973,0.002229,0.001936,0.003923,0.002679,0.001945,0.001531,0.008334,0.001388,0.002842,tecla_5
0.115094,0.157914,3.290771,0.226837,0.198380,0.138842,0.019417,0.044767,-32.001010,0.120945,-1.857229,0.487442,0.136509,0.444208,-0.101274,-0.702271,0.422848,0.509957,-0.581292,-0.163300,0.135206,0.000694,0.000725,0.000403,0.000406,0.011150,0.000546,0.000421,0.000466,0.001068,0.006002,0.047445,0.001990,0.015824,0.070048,0.111664,0.007408,0.188099,0.068117,0.186537,0.027442,0.031655,11.450065,0.220610,1.119597,0.286641,0.041519,0.164636,0.123177,0.479010,0.317368,0.409655,0.347374,0.109443,0.167314,0.000522,0.000861,0.000437,0.000455,0.015661,0.000672,0.000377,0.000278,0.000017,0.003552,0.032634,0.000773,0.004911,tecla_6
0.088605,0.210512,3.303837,0.141367,0.151936,0.057035,0.008255,0.057558,-26.832061,1.054349,-2.269762,0.567279,0.039739,0.530821,-0.135989,-0.851922,0.569220,0.538290,-0.644420,-0.015954,0.149444,0.000727,0.000394,0.000408,0.000457,0.000665,0.000560,0.000748,0.000548,0.001108,0.008073,0.059670,0.002474,0.016284,0.057186,0.086107,0.015414,0.146433,0.063148,0.125010,0.019188,0.023498,8.696394,0.738602,1.059901,0.378511,0.106483,0.259081,0.123713,0.361117,0.244527,0.260657,0.290769,0.134695,0.112602,0.000485,0.000312,0.000314,0.000669,0.001114,0.000781,0.000734,0.000283,0.000058,0.002977,0.023098,0.000395,0.006332,tecla_6
0.180046,0.210777,3.297274,0.209194,0.151986,0.922056,0.008767,0.158571,-26.710153,0.999866,-2.308601,0.544797,0.012472,0.485195,-0.122900,-0.861047,0.588672,0.549330,-0.634763,-0.023401,0.158301,0.000919,0.000587,0.002178,0.000502,0.000650,0.000399,0.001118,0.000960,0.001382,0.008898,0.058875,0.002423,0.016397,0.019498,0.086213,0.035202,0.120134,0.061892,0.229167,0.020519,0.064737,8.403588,0.808228,1.012132,0.422896,0.122350,0.319243,0.132360,0.369597,0.208752,0.230050,0.297594,0.133337,0.096323,0.000933,0.000765,0.004628,0.000777,0.001116,0.000400,0.001635,0.001278,0.000635,0.001391,0.022768,0.000532,0.005437,tecla_6
0.184814,0.158333,3.266740,0.277204,0.191098,0.796901,0.021181,0.123333,-31.643298,0.228692,-1.647690,0.456557,0.033973,0.362827,-0.128273,-0.718084,0.448910,0.561709,-0.561895,-0.136583,0.187802,0.001133,0.000779,0.001034,0.001147,0.001590,0.000805,0.001837,0.002054,0.001677,0.007564,0.054029,0.003053,0.014509,0.016297,0.111960,0.038739,0.149889,0.069097,0.310660,0.029944,0.087210,11.089101,0.197832,1.299815,0.296355,0.163030,0.305492,0.075444,0.470537,0.284655,0.342451,0.363107,0.139235,0.098207,0.001153,0.000941,0.001321,0.001502,0.002142,0.001032,0.002360,0.002516,0.000877,0.001317,0.024189,0.000781,0.007007,tecla_6
0.190238,0.118777,3.278189,0.309016,0.175196,0.756582,0.046320,0.092500,-37.176225,0.013562,-2.144769,0.822649,0.051851,0.599885,-0.146227,-0.933492,0.458700,0.634952,-0.422614,-0.144573,-0.025183,0.000754,0.000455,0.001177,0.001074,0.001080,0.000673,0.001560,0.000643,0.001820,0.005236,0.076187,0.001893,0.020724,0.017522,0.118777,0.033000,0.169686,0.122457,0.252091,0.046320,0.092500,10.182980,0.070322,2.334790,0.618383,0.056216,0.759941,0.004450,0.831949,0.484738,0.558729,0.570763,0.142052,0.015612,0.000446,0.000371,0.001169,0.001074,0.001074,0.000640,0.001414,0.000325,0.000696,0.003501,0.005674,0.000596,0.001421,tecla_6
0.160401,0.118940,3.311974,0.293679,0.210950,0.835893,0.113160,0.185000,-36.758021,0.067676,-2.138880,0.830369,0.184510,0.769889,-0.044326,-0.954532,0.460853,0.604383,-0.416247,-0.009304,0.013166,0.000202,0.000097,0.098258,0.000030,0.000079,0.000031,0.000185,0.000184,0.000606,0.004462,0.035280,0.001321,0.036781,0.160401,0.118940,0.000123,0.017067,0.114241,0.365481,0.113160,0.185000,9.852571,0.066085,2.203650,0.746756,0.023705,0.671203,0.073866,0.880746,0.395639,0.546824,0.499070,0.166676,0.012364,0.000113,0.000007,0.098248,0.000029,0.000071,0.000008,0.000028,0.000144,0.000521,0.004326,0.035149,0.001165,0.017501,tecla_6
0.288221,0.158412,3.220231,0.364121,0.193894,0.925060,0.022818,0.246667,-31.358492,0.275400,-1.653690,0.424962,0.066298,0.346319,-0.089368,-0.722732,0.475733,0.608809,-0.490962,-0.115386,0.161184,0.001792,0.003148,0.002886,0.001713,0.000352,0.001586,0.002791,0.001515,0.001906,0.008875,0.050580,0.003177,0.013820,0.044317,0.112016,0.106865,0.102911,0.068879,0.417464,0.032258,0.174420,10.877924,0.293684,1.124759,0.279377,0.111907,0.334211,0.102529,0.492008,0.267283,0.276350,0.454913,0.161552,0.157553,0.002086,0.004293,0.003916,0.002300,0.000382,0.002127,0.003681,0.001743,0.001177,0.000371,0.028379,0.000999,0.007792,tecla_6
0.303974,0.210740,3.280439,0.311483,0.159936,1.116944,0.009281,0.317143,-26.619335,1.004248,-2.284011,0.550206,0.046408,0.482521,-0.116981,-0.871959,0.590922,0.553441,-0.631216,-0.029368,0.147955,0.001902,0.000795,0.001268,0.000937,0.000544,0.000680,0.001720,0.001120,0.002194,0.008725,0.059928,0.002582,0.016410,0.040672,0.086193,0.075752,0.077930,0.052452,0.319340,0.021743,0.129473,8.155926,0.849775,1.086836,0.404326,0.146066,0.276778,0.156482,0.376532,0.229998,0.207376,0.279059,0.132892,0.121756,0.003323,0.001264,0.002365,0.001846,0.000865,0.001083,0.003122,0.001677,0.002651,0.001567,0.021149,0.000209,0.005660,tecla_6
0.138158,0.118582,3.310153,0.260309,0.166068,0.374020,0.048043,0.033575,-37.685874,-0.028774,-2.282618,0.620432,-0.123145,0.556302,-0.132026,-0.865445,0.570137,0.705614,-0.521318,-0.184779,-0.049011,0.000236,0.000131,0.000151,0.000142,0.072226,0.000114,0.000335,0.000238,0.000654,0.004462,0.035463,0.001301,0.029615,0.072368,0.118582,0.001329,0.209342,0.141592,0.373818,0.048043,0.033575,10.632689,0.008468,2.280930,0.694224,0.013937,0.715059,0.064399,0.877129,0.433273,0.522526,0.497278,0.152577,0.039477,0.000069,0.000049,0.000144,0.000141,0.072221,0.000084,0.000194,0.000075,0.000467,0.004223,0.035290,0.001191,0.010245,tecla_6
0.257886,0.105399,3.178704,0.407548,0.225622,0.728988,0.011121,0.158571,-36.645480,0.533624,-1.154483,0.221502,0.067494,0.229979,-0.033124,-0.429084,0.294618,0.280450,-0.306793,0.021116,0.088109,0.003820,0.004209,0.007162,0.002562,0.003991,0.003100,0.007181,0.002825,0.003111,0.007242,0.035564,0.003467,0.010778,0.034814,0.043108,0.051175,0.047310,0.030724,0.164802,0.015550,0.064737,4.141922,0.486351,0.551791,0.211678,0.106657,0.211033,0.186253,0.273958,0.163141,0.175694,0.179037,0.113300,0.089320,0.001757,0.003808,0.005100,0.001524,0.002254,0.001766,0.004645,0.002827,0.001548,0.001565,0.013101,0.001122,0.003444,tecla_6
0.224353,0.024593,3.103913,0.480515,0.274440,0.435927,0.004720,0.037000,-44.259722,0.130649,-0.238425,0.071387,0.052941,0.030090,-0.039880,-0.097681,0.077008,0.073697,-0.043382,0.004060,0.040138,0.005439,0.003824,0.010234,0.005856,0.006475,0.005433,0.010317,0.003265,0.004952,0.006299,0.015418,0.004635,0.005312,0.027403,0.037581,0.053332,0.041818,0.026465,0.153230,0.006968,0.056518,3.640311,0.302209,0.462512,0.170986,0.092690,0.160653,0.112434,0.239586,0.156579,0.167311,0.195321,0.118542,0.100115,0.002950,0.002016,0.004327,0.002729,0.003468,0.002731,0.004964,0.002001,0.002609,0.002602,0.011572,0.002260,0.003005,tecla_6
0.240279,0.070278,3.151268,0.441641,0.248023,0.605002,0.008527,0.105714,-39.966891,0.138899,-0.774783,0.167715,0.027604,0.149316,-0.066387,-0.284194,0.185888,0.163312,-0.209518,0.011471,0.059752,0.004854,0.003951,0.009577,0.003890,0.005018,0.004112,0.008027,0.002887,0.003966,0.007162,0.024616,0.003913,0.007747,0.028675,0.028749,0.049659,0.031098,0.022098,0.124279,0.010537,0.043158,2.791602,0.247413,0.469704,0.205891,0.102388,0.165090,0.127182,0.187166,0.152129,0.155381,0.160931,0.130617,0.125124,0.002232,0.002124,0.005229,0.002623,0.002585,0.002701,0.004230,0.002093,0.002113,0.002080,0.008161,0.001715,0.002200,tecla_6
0.256475,0.158767,3.236660,0.340531,0.173510,0.870109,0.018320,0.203333,-31.161601,0.755414,-1.800378,0.718430,0.329317,-0.241229,-0.062912,-0.020602,0.003164,0.348233,-0.210829,-0.358203,0.428276,0.006043,0.002121,0.008430,0.001865,0.002647,0.005536,0.005522,0.000860,0.002163,0.002855,0.003472,0.007329,0.003593,0.028964,0.112277,0.071816,0.099189,0.083532,0.331913,0.025812,0.143778,10.743049,0.482805,1.344636,0.528075,0.241194,0.217625,0.069693,0.073215,0.030412,0.182657,0.243915,0.225516,0.336803,0.000819,0.002047,0.011643,0.002493,0.003201,0.000123,0.004820,0.000737,0.002787,0.003280,0.002838,0.000242,0.001425,tecla_7
0.139098,0.119629,3.308300,0.291333,0.194812,0.759671,0.107293,0.152500,-37.196119,0.253534,-2.402797,1.243116,0.850287,-0.102240,-0.187262,-0.219003,-0.251386,0.208575,-0.181143,-0.401159,0.215987,0.003769,0.000486,0.098363,0.000087,0.000277,0.003014,0.001034,0.000192,0.000100,0.000246,0.000666,0.003369,0.028483,0.139098,0.119629,0.006094,0.027399,0.134306,0.302525,0.107293,0.152500,9.394868,0.291566,2.545439,1.200449,0.903698,0.217892,0.099780,0.267778,0.192209,0.433167,0.098380,0.310284,0.298417,0.003495,0.000397,0.098290,0.000070,0.000142,0.002844,0.000842,0.000115,0.000029,0.000169,0.000557,0.003211,0.025831,tecla_7
0.173342,0.118893,3.249190,0.304816,0.164310,0.241191,0.038637,0.076250,-37.599824,0.372121,-2.526399,1.108460,0.738296,-0.196865,-0.095881,-0.054301,-0.126867,0.321732,-0.263592,-0.520894,0.162509,0.005271,0.001311,0.002674,0.001285,0.000945,0.004142,0.003032,0.000953,0.001209,0.001394,0.027888,0.004811,0.008506,0.031915,0.118893,0.052616,0.172516,0.131112,0.168507,0.038637,0.076250,9.667763,0.197107,2.634867,1.234764,0.739319,0.184984,0.203234,0.249425,0.191629,0.308731,0.230791,0.441302,0.206532,0.002014,0.000427,0.002602,0.001270,0.000528,0.001712,0.001171,0.000658,0.001089,0.000988,0.026675,0.001754,0.005852,tecla_7
0.178557,0.157762,3.278494,0.249218,0.155239,0.290579,0.020095,0.101667,-31.522085,0.768128,-1.924518,0.753378,0.299632,-0.227385,-0.076569,0.009235,0.017473,0.346875,-0.301369,-0.331527,0.446034,0.005090,0.000597,0.000961,0.000546,0.000458,0.003791,0.002069,0.000540,0.000575,0.000865,0.039469,0.005360,0.012237,0.052519,0.111568,0.013241,0.155486,0.109447,0.251408,0.028302,0.071889,11.132763,0.606660,1.273898,0.556571,0.233343,0.203350,0.076567,0.082767,0.012557,0.203946,0.125673,0.251844,0.304217,0.002095,0.000175,0.001102,0.000627,0.000121,0.002457,0.000052,0.000294,0.000545,0.000472,0.053737,0.002610,0.013651,tecla_7
0.153048,0.210435,3.302662,0.188272,0.129992,0.202919,0.011244,0.130714,-26.849050,0.719057,-2.560675,1.043973,0.469134,-0.422684,-0.103841,0.077223,-0.014343,0.297625,-0.237988,-0.313112,0.472136,0.006717,0.001185,0.000582,0.000474,0.000726,0.005357,0.001815,0.000386,0.000280,0.000530,0.022301,0.005333,0.008125,0.020376,0.086210,0.017390,0.097134,0.080524,0.223226,0.024826,0.053364,8.321166,0.396171,1.161159,0.474282,0.242367,0.227316,0.085606,0.122486,0.027788,0.155283,0.132242,0.170965,0.169213,0.002771,0.000656,0.000321,0.000274,0.000324,0.002072,0.000418,0.000114,0.000131,0.000157,0.051558,0.002303,0.013396,tecla_7
0.074605,0.210470,3.304087,0.129718,0.140269,0.112355,0.008911,0.047446,-26.988249,0.620014,-2.528557,1.032198,0.494716,-0.447977,-0.118206,0.086021,0.009836,0.273463,-0.247227,-0.304057,0.453231,0.006689,0.001168,0.000564,0.000437,0.021546,0.005295,0.001727,0.000352,0.000239,0.000438,0.001065,0.005254,0.008030,0.050305,0.086228,0.016776,0.134131,0.076344,0.260069,0.018705,0.019370,8.640579,0.362675,1.168818,0.442067,0.227562,0.196245,0.056767,0.117163,0.043156,0.186779,0.117552,0.185299,0.204647,0.002859,0.000680,0.000326,0.000288,0.050883,0.002149,0.000588,0.000146,0.000121,0.000189,0.000440,0.002234,0.013192,tecla_7
0.114035,0.157816,3.294061,0.193323,0.151773,0.255033,0.020045,0.036903,-31.814941,0.739254,-1.841312,0.714879,0.280602,-0.237603,-0.051653,-0.013707,0.014119,0.345816,-0.205470,-0.348443,0.415018,0.004501,0.000540,0.000192,0.000148,0.048595,0.003713,0.001628,0.000251,0.000160,0.000395,0.001096,0.004889,0.015063,0.084592,0.111608,0.013908,0.190529,0.111117,0.357213,0.028217,0.026094,11.560256,0.578113,1.355071,0.589109,0.275944,0.199774,0.105693,0.067441,0.006394,0.201736,0.264457,0.224127,0.357260,0.003012,0.000242,0.000049,0.000069,0.068180,0.002492,0.000671,0.000118,0.000041,0.000185,0.000507,0.003291,0.017640,tecla_7
0.026996,0.118930,3.307309,0.246123,0.163968,0.375375,0.043856,0.027677,-38.108777,0.238674,-2.576331,1.066033,0.596996,-0.337026,-0.103217,-0.065726,-0.145780,0.306787,-0.242023,-0.513159,0.198404,0.003723,0.000489,0.000093,0.000071,0.076824,0.002976,0.001008,0.000188,0.000116,0.000251,0.000662,0.003319,0.022487,0.026996,0.118930,0.003498,0.197941,0.148052,0.375349,0.043856,0.027677,10.125387,0.240575,2.678893,1.145434,0.736225,0.143469,0.192440,0.171744,0.075154,0.322064,0.351003,0.589179,0.067203,0.003559,0.000394,0.000022,0.000056,0.076405,0.002892,0.000844,0.000101,0.000001,0.000151,0.000544,0.003233,0.019832,tecla_7
0.239885,0.210755,3.301718,0.288384,0.143880,1.045028,0.017160,0.261429,-26.760408,0.763077,-2.557337,1.046438,0.474868,-0.450103,-0.108947,0.081343,-0.009350,0.295653,-0.225622,-0.299534,0.456772,0.006676,0.001170,0.027634,0.000437,0.000697,0.005312,0.001825,0.000360,0.000324,0.000503,0.001159,0.005341,0.009749,0.098021,0.086331,0.017715,0.038448,0.078184,0.141471,0.039516,0.106728,8.188827,0.367570,1.133596,0.469361,0.226168,0.179929,0.053839,0.126168,0.029400,0.150542,0.148962,0.209228,0.199756,0.002816,0.000662,0.066184,0.000289,0.000357,0.002171,0.000434,0.000148,0.000191,0.000146,0.000340,0.002279,0.017389,tecla_7
0.245507,0.105340,3.237474,0.382908,0.229092,0.799635,0.010584,0.130714,-36.624557,0.244057,-1.240722,0.479982,0.262781,-0.230005,-0.058921,0.050450,0.005741,0.131052,-0.120953,-0.179873,0.216475,0.004771,0.001627,0.073204,0.001482,0.002178,0.003965,0.003411,0.000967,0.001086,0.001573,0.001943,0.003694,0.020901,0.023328,0.043146,0.025237,0.036189,0.035855,0.100592,0.014320,0.053364,4.122315,0.212400,0.592795,0.311435,0.174964,0.163511,0.087718,0.116963,0.068048,0.141098,0.092089,0.117075,0.152028,0.001505,0.000763,0.025720,0.000842,0.001429,0.001455,0.001077,0.000442,0.000626,0.000722,0.000664,0.000930,0.006614,tecla_7
0.228258,0.024579,3.145407,0.458832,0.283109,0.510424,0.004191,0.030500,-44.276179,0.014505,-0.314198,0.139779,0.115944,-0.016490,0.007567,0.005397,-0.005242,0.035822,-0.030143,-0.072956,0.057277,0.004678,0.002932,0.068729,0.003146,0.004291,0.004662,0.006801,0.002322,0.002913,0.004422,0.004213,0.003862,0.018308,0.028748,0.037571,0.043352,0.036549,0.029404,0.116570,0.005979,0.046590,3.616767,0.180100,0.486689,0.227712,0.162059,0.157605,0.101212,0.114249,0.116362,0.132888,0.135401,0.136877,0.160544,0.002012,0.001610,0.017676,0.001785,0.002348,0.002561,0.003071,0.001381,0.001615,0.001974,0.002002,0.001527,0.004416,tecla_7
0.237904,0.070178,3.154164,0.443648,0.250101,0.570212,0.007175,0.087143,-39.975934,-0.151722,-0.826654,0.246575,0.204981,-0.152352,-0.051827,0.005540,0.011244,0.084178,-0.093217,-0.106076,0.164455,0.006888,0.003976,0.010043,0.004529,0.004498,0.005853,0.008840,0.003598,0.004155,0.005236,0.006288,0.005509,0.003628,0.017907,0.028737,0.034426,0.031533,0.021648,0.098048,0.008296,0.035576,2.752869,0.224260,0.454829,0.158243,0.129061,0.167490,0.107266,0.116604,0.083784,0.120401,0.113404,0.132222,0.137130,0.002940,0.002476,0.004939,0.002124,0.002444,0.001936,0.003762,0.002543,0.002483,0.003554,0.003026,0.002030,0.000760,tecla_7
0.118270,0.157926,3.285563,0.250750,0.220092,0.127995,0.015740,0.040532,-31.951404,-0.170597,-1.619725,0.598876,0.299575,-0.004886,-0.133865,-0.332283,0.246052,0.357711,-0.622675,-0.165940,0.642345,0.004976,0.000802,0.000671,0.000574,0.000579,0.000593,0.001328,0.006745,0.000580,0.000589,0.001689,0.005032,0.002343,0.082561,0.111677,0.009205,0.179668,0.045177,0.155293,0.022234,0.028661,11.533389,0.085501,1.168864,0.323328,0.125199,0.130797,0.081700,0.121608,0.220214,0.253768,0.396229,0.075758,0.407039,0.002723,0.000109,0.000799,0.000731,0.000717,0.000648,0.000974,0.003846,0.000568,0.000214,0.000568,0.002582,0.001287,tecla_8
0.051400,0.210532,3.307222,0.154191,0.181280,0.118619,0.012785,0.052113,-27.138117,0.148103,-2.410568,0.651681,0.323588,-0.243207,-0.091857,-0.359716,0.256305,0.439204,-0.732616,-0.067270,0.679833,0.006518,0.001038,0.000362,0.000208,0.022444,0.000195,0.000510,0.006375,0.000434,0.000481,0.001112,0.005341,0.008632,0.020996,0.086122,0.008685,0.117814,0.070744,0.252359,0.027054,0.021275,8.569172,0.614996,1.151610,0.306039,0.259500,0.424807,0.166824,0.165467,0.234967,0.227074,0.333331,0.115956,0.313061,0.002713,0.000541,0.000190,0.000111,0.054555,0.000057,0.000186,0.002746,0.000237,0.000196,0.000453,0.002250,0.014074,tecla_8
0.135884,0.210622,3.309916,0.219110,0.184969,0.210606,0.015394,0.143571,-26.964305,0.097789,-2.344088,0.636750,0.322302,-0.225693,-0.076617,-0.356781,0.277871,0.415071,-0.728397,-0.114730,0.688518,0.006548,0.001067,0.000363,0.000208,0.000167,0.000207,0.000553,0.006783,0.000439,0.000484,0.023760,0.005411,0.008804,0.055799,0.086164,0.007896,0.081281,0.063771,0.205275,0.034344,0.058613,8.318052,0.550487,1.194381,0.298601,0.241157,0.400113,0.171731,0.171380,0.194395,0.251178,0.310776,0.105590,0.305273,0.002703,0.000513,0.000191,0.000113,0.000049,0.000040,0.000123,0.002901,0.000262,0.000186,0.055062,0.002264,0.014287,tecla_8
0.179391,0.158426,3.278840,0.283224,0.216786,0.275419,0.019921,0.111667,-31.458316,-0.034366,-1.623072,0.480570,0.244576,-0.065404,-0.106824,-0.266961,0.279207,0.369961,-0.619930,-0.169412,0.565403,0.005006,0.000982,0.000771,0.000826,0.000276,0.000730,0.000863,0.006520,0.001198,0.001116,0.035761,0.005258,0.011566,0.034357,0.112029,0.019875,0.125496,0.061820,0.225948,0.028152,0.078960,11.049679,0.003171,1.018961,0.473211,0.185831,0.023731,0.099779,0.243806,0.187211,0.261743,0.404703,0.079655,0.527780,0.002508,0.000382,0.000931,0.001084,0.000285,0.000834,0.000312,0.003425,0.001431,0.000923,0.048691,0.002343,0.011907,tecla_8
0.188986,0.118966,3.269958,0.301701,0.174609,0.335402,0.045516,0.083750,-37.290992,0.058435,-2.232733,1.265154,0.517977,-0.029760,-0.169236,-0.552120,0.110943,0.419547,-0.403046,-0.177518,0.225589,0.003774,0.000949,0.000982,0.000524,0.000748,0.000304,0.003236,0.005262,0.000538,0.000966,0.056494,0.003994,0.016846,0.028786,0.118966,0.042242,0.163971,0.129898,0.253644,0.045516,0.083750,10.088259,0.129212,2.290961,1.291061,0.551901,0.054031,0.088048,0.603407,0.001068,0.310632,0.600761,0.156502,0.412733,0.003259,0.000148,0.000920,0.000519,0.000669,0.000094,0.002488,0.004037,0.000361,0.000506,0.055177,0.002809,0.013623,tecla_8
0.160401,0.119880,3.314732,0.280209,0.198127,0.710847,0.129843,0.167500,-36.927261,0.126659,-2.321907,1.455716,0.631627,0.136529,-0.234357,-0.744068,-0.098532,0.396150,-0.384558,-0.091173,0.332696,0.003558,0.000434,0.098937,0.000031,0.000087,0.000143,0.000430,0.004624,0.000130,0.000277,0.000697,0.003453,0.028927,0.160401,0.119880,0.002120,0.007901,0.125757,0.362234,0.129843,0.167500,9.525608,0.127600,2.264843,1.406978,0.669594,0.132327,0.075180,0.595388,0.044390,0.291895,0.469548,0.041238,0.467693,0.003478,0.000374,0.098872,0.000026,0.000008,0.000068,0.000312,0.004576,0.000060,0.000188,0.000622,0.003344,0.025723,tecla_8
0.203008,0.158672,3.287762,0.333815,0.211528,0.989509,0.034237,0.223333,-31.177369,0.126922,-1.496640,0.455638,0.205373,-0.105643,-0.113812,-0.326606,0.244381,0.380498,-0.614695,-0.170852,0.696504,0.004722,0.000568,0.060989,0.000197,0.000252,0.000363,0.001084,0.006052,0.000254,0.000483,0.001129,0.004848,0.018884,0.144163,0.112201,0.009012,0.043538,0.078501,0.170372,0.048401,0.157921,10.931860,0.102950,1.003121,0.441355,0.233719,0.072218,0.043884,0.213334,0.260982,0.274316,0.422178,0.089471,0.372722,0.002814,0.000196,0.086053,0.000186,0.000236,0.000301,0.000582,0.004225,0.000065,0.000025,0.000372,0.003095,0.022232,tecla_8
